v1,v2
spam,Der 0776xxxxxxx 've been invited  XCHT. This is or finl ttempt  contct ! Txt CHT  86688 150p/MsgrcvdHG/Site342/2Lnds/Row/W1J6HL LDN 18yrs 
spam,rgent! Plese cll 09061743811 from lndline. Yor BT complimentry 4* Tenerife Holidy or еЈ5000 csh wit collection SE T&Cs Box 326 CW25WX 150ppm
ham,No. On the wy home. So if not for the long dry spell the seson wold hve been over
ham,I gott collect d cr t 6 lei.
ham,Ok bt knckered. Jst cme home nd went  sleep! Not good t this fll time work lrk.
ham,Probbly erlier thn tht if the sttion's where I think it is
spam,CLL 09090900040 & LISTEN  EXTREME DIRTY LIVE CHT GOING ON IN THE OFFICE RIGHT NOW TL PRIVCY NO ONE KNOWS YOR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
ham,Good Morning plz cll me sir
spam,"FreeMsg Hey , i jst got 1 of these video/pic fones, reply WILD  this txt & ill send  my pics, hrry p Im so bored t work xxx (18 150p/rcvd SP2sp)"
ham,"h, heds p we don't hve THT mch left"
ham,I t  otside cos drren sy  come shopping. Of corse we nice wt. We js went sim lim look t mp3 plyer.
ham,"ight, sonds good. When do yo wnt me  come down?"
ham,Wt wold  like 4 r birthdy?
ham,I love working from home :)
ham,nd miss vdy the prchte nd doble coins???  mst not know me very well...
ham,"Sorry, I'll cll lter"
ham,My sister got plced in birl soft d:-)
spam,Free entry in 2  weekly comp for  chnce  win n ipod. Txt POD  80182  get entry (std txt rte) T&C's pply 08452810073 for detils 18+
ham,Wh... Okie okie... Mz mke se of e nlimited... Hh... 
ham,"There're some people by m, I'm t the tble by lmbd"
ham,nd sp being n old mn. Yo get  bild snowmn snow ngels nd snowbll fights.
ham,ELLO BBE  OK?
ham,Hello betifl r  ok? I've kind d  row wiv nd he wlked ot the pb?? I wnted  night wiv  Miss  
ham,Then  going ike str ft dt?
ham,Becoz its  &lt;#&gt;  jn whn l the post ofice is in holidy so she cn go fr the post ofice...got it dffer
ham,Lol grr my mom is tking forever with my prescription. Phrmcy is like 2 mintes wy. gh.
ham,For rel tho this scks. I cn't even cook my whole electricity is ot. nd I'm hngry.
ham,Yo wnt  go? 
spam,New TEXTBDDY Cht 2 horny gys in r re 4 jst 25p Free 2 receive Serch postcode or t gytextbddy.com. TXT ONE nme  89693. 08715500022 rpl Sp 2 cnl
ham,Its not tht time of the month nor mid of the time?
ham,Fffff. Cn yo text kdeem or re yo o fr gone
ham,We not leving yet. Ok lor then we go elsewhere n et.  thk...
ham,Is fjits s series lifebook good?
ham,Yr i wnted 2 scold  yest bt lte lredy... I where got zhong se qing yo? If  sk me b4 he sk me then i'll go ot w  ll lor. N  still cn ct so rel.
ham,Dont know yo bring some food
ham,No crrent nd food here. I m lone lso
ham,I'll be in sch fr 4-6... I dn hf d book in sch... It's t home...
ham,Hello. They re going  the villge pb t 8 so either come here or there ccordingly. Ok?
ham,Ok
ham,We don cll like  &lt;#&gt;  times oh. No give s hypertension oh.
ham,"Dont give  monkeys wot they think nd i certinly don't mind. ny friend of mine&ll tht! Jst don't sleep wiv , tht wd be nnoyin!"
ham,Omg it cold snow here nite!
spam,Cll from 08702490080 - tells  2 cll 09066358152  clim еЈ5000 prize.  hve 2 enter ll r mobile & personl detils @ the prompts. Crefl!
spam,Free 1st week entry 2 TEXTPOD 4  chnce 2 win 40GB iPod or еЈ250 csh every wk. Txt VPOD  81303 Ts&Cs www.textpod.net cstcre 08712405020.
ham,Crry on not distrbing both of yo
ham,Wht p tell me.. I went  bth:-)
ham,Js finished vtr nigro
ham,R  over scrtching it?
ham,Hope yo re hving  gret dy.
ham,Did either of yo hve ny ide's? Do yo know of nyplces doing something?
ham,My plnning slly sps t \find hell weed
ham,The fct tht yo're clening shows yo know why i'm pset. Yor priority is constntly \wht i wnt  do
ham,Excellent! re yo redy  mon nd screm in ecstsy?
spam,More people re dogging in yor re now. Cll 09090204448 nd join like minded gys. Why not rrnge 1 yorself. There's 1 this evening. еЈ1.50 minPN LS278BB
ham,Dde vtr 3d ws imp. t one point i thoght there were ctlly flies in the room nd lmost tried hittng one s  reflex
spam,"WELL DONE! Yor 4* Cost Del Sol Holidy or еЈ5000 wit collection. Cll 09050090044 Now Clim. SE, TCs, POBox334, Sckport, SK38xh, CostеЈ1.50/pm, Mx10mins"
ham,K...k:)why cnt yo come here nd serch job:)
ham,I got losy sleep. I kept wking p every 2 hors  see if my ct wnted  come in. I worry bot him when its cold :(
ham,"Yeh, I'll leve in  cople mintes &mp; let yo know when I get  m"
ham,Cn М_ cll me t 10:10  mke sre dt i've woken p...
ham,Hey we cn go jzz power yog hip hop kb nd yogsn 
ham,The bttery is for mr dewle my ncle. k Egbon
ham,I cnt pick the phone right now. Pls send  messge
ham,Wit 2 min..stnd t bs sp
ham,Oh ic. I thoght yo ment mry jne.
ham,Hh... Relly oh no... How? Then will they dedct yor lesson tmr?
ham,Nh im goin 2 the wrks with j wot bot ?
ham,Then jst et  shit nd wit for r monkey fce bitch..........  sshole..................
ham,Good night. m going  sleep.
ham,"ight I'll grb something  et o, text me when yo're bck t m"
ham,K...k:)why cnt yo come here nd serch job:)
ham,Tke something for pin. If it moves however  ny side in the next 6hrs see  docr.
ham,"Lol ... Oh no bbe, I wont be sliding in yor plce fter midnight, bt thnks for the invite"
ham,Howz tht persons sry
spam,Gess wht! Somebody yo know secretly fncies yo! Wnn find ot who it is? Give s  cll on 09065394973 from Lndline DTEBox1282EssexCM61XN 150p/min 18
ham,LOL tht wold be wesome pybck.
spam,it  80488. Yor 500 free text messges re vlid  31 December 2005.
ham,Yes :)it completely in ot of form:)clrk lso tter wste.
ham,"Honeybee Sid: *I'm d Sweetest in d World* God Lghed &mp; Sid: *Wit, Hvnt Met d Person Reding This Msg* MORL: Even GOD Cn Crck Jokes! GM+GN+GE+GN:)"
ham,Thnks. It ws only from tescos bt qite nice. ll gone now. Spek soon 
ham,Wht's  fethery bow? Is tht something gys hve tht I don't know bot?
ham,Even i cnt close my eyes yo re in me or vv plying mm :-D
ham,2 lpp... I noe infr bt o slow lr... I wn fst one
spam,Yo hve won  grnteed еЈ200 wrd or even еЈ1000 csh clim R wrd cll free on 08000407165 (18+) 2 sp getsp on 88222 PHP
ham,Nvm it's ok...
ham,Enjoy r life. . Good night
ham,Yes bt cn we meet in wn cos will go  gep nd then home. Yo cold text t bs sp. nd don't worry we'll hve finished by mrch ‰Ы_ ish!
ham,I hd skd   qestion some hors before. Its nswer
ham,Thts cool. Where shold i cm? On yo or in yo? :)
ham,Delhi nd chenni still silent.
ham,Lol lright i ws thinkin tht o hh
spam,Reply  win еЈ100 weekly! Where will the 2006 FIF World Cp be held? Send SP  87239  end service
ham,No I'm in the sme bot. Still here t my moms. Check me ot on yo. I'm hlf nked.
ham,Shhhhh nobody is spposed  know!
ham,"Sorry, I'll cll lter"
ham,"Sorry, I'll cll lter in meeting ny thing relted  trde plese cll rl. &lt;#&gt; "
ham,Hey i will be lte... i'm t mk. Need  drink te or coffee
ham,I wnt  by  BMW cr rgently..its vry rgent.bt hv  shortge of  &lt;#&gt; Lcs.there is no sorce  rng dis mt. &lt;#&gt; lcs..thts my prob
spam,rgent! Plese cll 09061743810 from lndline. Yor BT complimentry 4* Tenerife Holidy or #5000 csh wit collection SE T&Cs Box 326 CW25WX 150 ppm
ham,The length is e sme bt e p shorter n i got  fringe now. I thk i'm not going lio. o lzy. Dn wn 2 distrct  lso.
ham,S..nth nm corrct dne
ham,No clls..messges..missed clls
ham,"Sorry, I'll cll lter"
ham,The bsket's gettin fll so I might be by night
ham,HI DRLIN IVE JST GOT BCK ND I HD  RELLY NICE NIGHT ND THNKS SO MCH FOR THE LIFT SEE  MORROW XXX
ham,No other Vlentines hh? The proof is on yor fb pge. gh I'm so gld I relly DIDN'T wtch yor rpl show yo OL!
spam,Free nes Hope yo enjoyed yor new content. text sp  61610  nsbscribe. help:08712400602450p Provided by nes2yo.co.k
ham,Eh den st  book e kb lio hh...
ham,Hve yo been prctising yor crtsey?
ham,Shll i come  get pickle
ham,Lol boo I ws hoping for  lgh
ham,\YEH I M DEF P4 SOMETHING ST
ham,"Well, I hve  leve for my clss bbe ... Yo never cme bck  me ... :-( ... Hope yo hve  nice sleep, my love"
ham,LMO where's yor fish memory when I need it?
ham,Bt i'll b going 2 sch on mon. My sis need 2 tke smth.
ham,Ide will soon get converted  live:)
spam,TheMob>Yo yo yo-Here comes  new selection of hot downlods for or members  get for FREE! Jst click & open the next link sent  r fone...
ham,S....s...indi going  drw the series fter mny yers in soth fricn soil..
ham,"Goodmorning, dy i m lte for  &lt;DECIML&gt; min."
ham,Cn't tke ny mjor roles in commnity otrech. Yo rock mel
ham,Shopping lor. Them rining mh hrd 2 leve orchrd.
ham,Hi here. hve birth t on the    t 8lb 7oz. Mother nd bby doing brillintly.
ham,See the forwrding messge for proof
ham,"I cn't keep going throgh this. It ws never my intention  rn yo ot, bt if yo choose  do tht rther thn keep the room clen so *I* don't hve  sy no  visirs, then mybe tht's the best choice. Yes, I wnted yo  be embrssed, so mybe yo'd feel for once how I feel when i hve  friend who wnts  drop by nd i hve  sy no, s hppened this morning. I've tried everything. I don't know wht else  do."
ham,Dnno lei... I thk mm lzy  go ot... I nev sk her yet...
ham,"Do whtever yo wnt. Yo know wht the rles re. We hd  tlk erlier this week bot wht hd  strt hppening, yo showing responsibility. Yet, every week it's cn i bend the rle this wy? Wht bot tht wy? Do whtever. I'm tired of hving thi sme rgment with yo every week. nd   &lt;#&gt;  movie DOESNT inlde the previews. Yo're still getting in fter 1."
ham,"Betifl Trth ginst Grvity.. Red creflly: \Or hert feels light when someone is in it.. Bt it feels very hevy when someone leves it..\"" GOODMORNING"""
spam,Gret News! Cll FREEFONE 08006344447  clim yor grnteed еЈ1000 CSH or еЈ2000 gift. Spek   live operr NOW!
ham,mbrith..mdri..met  in rn dh mrrge..remembr?
ham,Jst re red it nd I hve no shme bt tell me how he tkes it nd if he rns I will blme  4 ever!! Not relly 4 ever jst  long time 
ham,"Princess, is yor kitty shved or ntrl?"
ham,"Better thn bb. If he wont se it, his wife will or them docr"
ham,Y it cme  while go
ham,From morrow onwrds eve 6  3 work.
ham,nything lor bt  pyoh got plce 2 wlk meh...
ham,"I don't hve nybody's nmber, I still hven't thoght p  tctfl wy  sk lex"
spam," cn WIN еЈ100 of Msic Gift Vochers every week strting NOW Txt the word DRW  87066 TsCs www.ldew.com SkillGme,1Winweek, ge16.150ppermessSbscription"
ham,Is there ny movie thetre i cn go  nd wtch nlimited movies nd jst py once?
ham, hving lnch lone? I now so bored...
ham,"Yes obviosly, bt yo re the eggs-pert nd the pot hed‰Ы_ Spek soon! "
ham,"Nh mn, my cr is ment  be crmmed fll of people"
ham,No got new job t br in irport on stsgettin 4.47per hor bt mens no lie in! keep in ch
ham,Kllis is redy for bt in 2nd innings
ham,Thnx bt my birthdy is over lredy.
ham,"gh y cn't  jst pologize, dmit  were wrong nd sk me  tke  bck?"
ham,"I noe l...  wn pei bf oso rite... K lor, other dys den..."
ham,"Yes, i'm smll kid.. nd boost is the secret of my energy.."
ham,IM GONN MISS  SO MCH
ham,Is vtr spposed  hve sbitles
ham,Simply sitting nd wtching mtch in office..
ham,Yo cn jot down things yo wnt  remember lter.
ham,Oh sorry plese its over
ham,Hey re we going for the lo lesson or gym? 
ham,"Dont pck wht yo cn by t ny sre.like cerels. If yo mst pck food, pck gri or something 9j tht yo will miss."
ham,Yo lwys mke things bigger thn they re
ham,МП dn wn  wtch infernl ffir?
ham,"Me not wking p  4 in the fternoon, sp"
spam,4mths hlf price Ornge line rentl & ltest cmer phones 4 FREE. Hd yor phone 11mths ? Cll MobilesDirect free on 08000938767  pdte now! or2sptxt
ham,I cn send yo  pic if yo like :)
ham,Oky... I booked ll lredy... Inclding the one t bgis.
ham,"ight fck it, I'll get it lter"
ham,No de. Bt cll me fter some time. Ill tell yo k
ham,So dont se hook p ny how
ham,How mch is blckberry bold2 in nigeri.
ham,Hi where yo. Yo in home or clict?
ham,Hey drlin.. i cn pick  p t college if  tell me wen & where 2 mt.. love Pete xx
spam,"Cll 09094100151  se r mins! Clls cst 10p/min (mob vry). Service provided by OM, jst GBP5/month. OM Box61,M60 1ER   sp. ges 18+ only!"
ham,"Oh... I ws thkin of goin yogsn t 10 den no nd  go t 3 den cn rsh  prco 4 nb... Okie lor,  cll me when redy..."
ham,Y so lte bt i need  go n get d lpp...
ham,"Sir, I m witing for yor mil."
ham,.Plese chrge my mobile when yo get p in morning.
ham,"Nothing, i got msg frm tht nknown no.."
ham,gh fck it I'm resbbing  eve
ham,He didn't see his shdow. We get n erly spring yy
ham,I did. One slice nd one bredstick. Lol
ham,"Hey ! I wnt yo ! I crve yo ! I miss yo ! I need yo ! I love yo, hmd Seed l Hllq ..."
ham,Is there ny trining morrow?
spam,"RGENT! Yor mobile No *********** WON  еЈ2,000 Bons Cller Prize on 02/06/03! This is the 2nd ttempt  rech YO! Cll 09066362220 SP! BOX97N7QP, 150ppm"
ham,Pss dis  ll r contcts n see wt  get! Red;i'm in lv wid . Ble; pt  smile on my fce. Prple; r rely hot. Pink; r so swt. Ornge;i thnk i lyk . Green;i rely wn go ot wid . Yelow;i wnt  bck. Blck;i'm jelos of . Brown;i miss yo Nw plz giv me one color
ham,Cos dddy rrnging time c wt time fetch М_ mh...
ham,Then. Yo re eldest know.
ham,Who's there sy hi  or drgdeler
ham,Its hrd  believe things like this. ll cn sy lie bt think twice before sying nything  me.
spam,"Eerie Noki nes 4, rply NE TITLE  8007 eg NE DRCL  8007 Titles: GHOST, DDMSF, MNSTERS, EXORCIST, TWILIGHT www.getzed.co.k POBox36504W45WQ 150p "
spam,Sexy Singles re witing for yo! Text yor GE followed by yor GENDER s wither M or F E.G.23F. For gy men text yor GE followed by  G. e.g.23G.
ham,Good night my der.. Sleepwell&mp;Tke cre
ham,Tht is wondrfll song
spam,"FreeMsg: Clim r 250 SMS messges-Text OK  84025 now!se web2mobile 2 r mtes etc. Join Txt250.com for 1.50p/wk. T&C BOX139, L32W. 16 . Remove txtX or sp"
ham,Yr lor ctlly we qite fst... Cos d ge slow wt... Hh...
ham,Mst come lter.. I normlly bthe him in d fternoon mh..
ham,"Trst me. Even if isn't there, its there."
ham,Hey hn-onbs goin 2 meet him. He wnts 2go ot 4 mel bt I donyt feel like it cz hve 2 get lst bs home!Bt hes sweet ltelyxxx
spam,85233 FREE>Ringne!Reply REL
ham,I cn tke yo t like noon
ham,Where is it. Is there ny opening for mc.
ham,I'm ight. Wt's hppening on yor side.
ham,I'm done oredi...
ham,"yo re sweet s well, princess. Plese tell me yor likes nd dislikes in bed..."
ham,How re yo. Wish yo  gret semester
ham,Moji i love yo more thn words. Hve  rich dy
ham,Dde how do yo like the bff wind.
ham,\lright bbe
spam,Well done ENGLND! Get the officil poly ringne or color flg on yer mobile! text NE or FLG  84199 NOW! Opt-ot txt ENG SP. Box39822 W111WX еЈ1.50
ham,"No i'm not. I cn't give yo everything yo wnt nd need. Yo ctlly cold do better for yorself on yor own--yo've got more money thn i do. I cn't get work, i cn't get  mn, i cn't py the rent, i cn't even fill my fcking gs tnk. yes, i'm stressed nd depressed. I didn't even cll home for thnksgiving cz i'll hve  tell them i,m p  nothing."
ham,S:-)kllis wont ply in first two odi:-)
ham,Then get some csh gether nd I'll text json
ham,"Oh, my love, it's soooo good  her from yo. Omg I missed yo so mch dy. I'm sorry yor hving problems with the provider bt thnk yo for tming me"
spam,"Finl Chnce! Clim r еЈ150 worth of discont vochers dy! Text YES  85023 now! SvMob, member offers mobile! T Cs SvMob POBOX84, M263Z. еЈ3.00 Sbs 16"
spam,PRIVTE! Yor 2004 ccont Sttement for 07742676969 shows 786 nredeemed Bons Points.  clim cll 08719180248 Identifier Code: 45239 Expires
ham,"Probbly, wnt  pick p more?"
ham,I'm done...
ham,re yo the ctest girl in the world or wht
ham,"No dice, rt clss 6 thr 9 :( thnks thogh. ny ide wht time I shold come morrow?"
spam,"SMS SERVICES. for yor inclsive text credits, pls go www.comk.net login= ***** nsbscribe with SP. no extr chrge. help:08700469649. PO BOX420. IP4 5WE"
ham,Oh Howd gd gd.. Mthe en smchr chikk:-)
ham,I thk 530 lor. Bt dnno cn get tickets  not. Wt  doing now?
ham,drie losy correct
ham,Its  site  simlte the test. It jst gives yo very gh qestions  test yor rediness.
ham,nywy seriosly hit me p when yo're bck becse otherwise I hve  light p with rmnd nd he lwys hs shit nd/or is vomiting
ham,I fetch yn or  fetch?
ham,Thnk yo. I like yo s well...
ham,"Hmmm ... nd imgine fter yo've come home from tht hving  rb my feet, mke me dinner nd help me get redy for my dte ! re yo sre yor redy for tht kind of life ?"
spam,"FREE2DY sexy St George's Dy pic of Jordn!Txt PIC  89080 dont miss ot, then every wk  scy celeb!4 more pics c PocketBbe.co.k 0870241182716 еЈ3/wk"
ham,Lr sid she cn lon me  &lt;#&gt; .
ham,Do we hve ny spre power spplies
ham,Yr he qite clever bt ft mny gesses lor. He got sk me 2 bring bt i thk drren not so willing 2 go. iy they thk leon still not ttch wt.
spam,Yo re  winner yo hve been specilly selected  receive еЈ1000 csh or  еЈ2000 wrd. Spek   live operr  clim cll 087123002209m-7pm. Cost 10p
ham,"Yeh, don't go  bed, I'll be bck before midnight"
spam,"Snshine Hols.  clim r med holidy send  stmped self ddress envelope  Drinks on s K, PO Box 113, Bry, Wicklow, Eire. Qiz Strts Strdy! nsb Sp"
